Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1820	Junior Administrative Analyst	8496242	10410.4	0	0	10410.4	0	5713.48	844.5	6130.78	16541.18
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2917	Program Support Analyst	8547276	53417	0	0	53417	10208	8799.86	4293.34	29672.7	83089.7
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	9900	Public Service Aide	9916	Public Svc Aide-Public Works	8690006	22431.9	321.35	715.18	23468.43	1427.64	8342.1	1868.42	24191.92	47660.35
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8506999	99104.51	9945.18	5982.28	115031.97	18074.01	8489.78	1946.52	42780.07	157812.04
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8548133	85474.01	2437.05	8141.3	96052.36	16490.01	9198.6	1575.54	43925.51	139977.87
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9910	Public Service Trainee	8534733	19003.87	0	860.01	19863.88	1148.41	0	1684.85	2833.26	22697.14
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3209	Swimming Instructor	8569910	5772.91	0	21.88	5794.79	1344.31	0	463.94	1808.25	7603.04
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H020	"Lieutenant, Fire Suppression"	8548372	79233.3	0	8224.84	87458.14	15783.17	9405.36	1429.83	37447.22	124905.36
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9131	"Station Agent, Muni Railway"	8585442	70809.21	38671.86	2143.22	111624.29	13734.83	8415.98	8822.77	45404.64	157028.93
Calendar	2019	6	General Administration & Finance	CAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8546589	159088.03	0	4306.76	163394.79	30435.9	8799.9	8253.7	61895.36	225290.15
Calendar	2019	5	Culture & Recreation	AAM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8202	Security Guard	8558885	10613.92	0	0	10613.92	0	0	823.81	823.81	11437.73
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8507304	75926.2	25741.61	4518.28	106186.09	15843.89	8489.76	1899.69	40648.02	146834.11
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8493804	73450.39	18141.84	4457.22	96049.45	14201.14	8652.2	1622.18	38885.6	134935.05
Calendar	2019	6	General Administration & Finance	CON		22	"Prof & Tech Eng, Local 21"	1200	Personnel	1241	Human Resources Analyst	10100167	10230	0	0	10230	1954.95	4059.52	811.68	6446.03	16676.03
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8504	Deputy Sheriff (SFERS)	8502680	14140	773.99	750.48	15664.47	2845.57	5019.6	262.52	7746.39	23410.86
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8584828	88471.29	25052.72	15267.51	128791.52	18690.62	10793.5	2375.63	49193.03	177984.55
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2940	Protective Services Worker	8514585	23487.65	0	373.2	23860.85	4559.82	7086.8	1945.8	13057.36	36918.21
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8553405	62458.3	20107.91	8911.99	91478.2	13566.38	9715.48	7224.17	45902.31	137380.51
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2706	Housekeeper/Food Service Clnr	8508348	39240.53	369.51	3334.36	42944.4	9585.22	8785.12	3580.42	36328.34	79272.74
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7372	"Stationary Eng, Sewage Plant"	8549349	16208	5166.3	0	21374.3	3097.36	5020.1	1656.09	9391.71	30766.01
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		790	"SEIU, Local 1021, Misc"	2900	Human Services	2920	Medical Social Worker	8527467	62135.01	0	0	62135.01	11873.99	8785.12	4918.99	36519.96	98654.97
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		216	"Teamsters, Local 853"	7300	Journeyman Trade	7355	Truck Driver	8592401	58087.71	1434.05	1116.58	60638.34	11318.92	8785.1	4665.49	35072.53	95710.87
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		21	"Prof & Tech Eng, Local 21"	5600	Energy & Environment	5602	Utility Specialist	8534818	21960.04	0	0	21960.04	4088.96	5020.08	1723.08	10450.3	32410.34
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8214	Parking Control Officer	8515656	48793.73	0	650.48	49444.21	9389.77	7633.26	4095.15	34337.78	83781.99
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q062	Lieutenant 3	8577065	132723.99	6348.1	3782.7	142854.79	24720.54	8785.12	381.33	48293.29	191148.08
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H033	"Captain, Emergency Med Svcs"	8548369	147799.2	1343.02	9358.86	158501.08	28468.34	8785.12	2618.45	54278.17	212779.25
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3602	Library Page	8535389	25493.86	0	401.17	25895.03	6075.41	7766.16	2056	21776.05	47671.08
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2940	Protective Services Worker	8535360	38390.03	1335.24	3067.37	42792.64	7922.52	8785.1	3470.52	22988.78	65781.42
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		4	SF City Workers United	7300	Journeyman Trade	7346	Painter	8551722	40408.77	1291.88	45	41745.65	7578.6	8785.12	3411.09	24614.57	66360.22
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8214	Parking Control Officer	8573086	54321	8201.43	2506.15	65028.58	10714.82	8785.14	5093.97	39000.19	104028.77
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507890	88559.21	2185.67	2112.76	92857.64	0	0	7207.24	7207.24	100064.88
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8552279	32212.75	39.6	1583.88	33836.23	7599.95	6835.84	2688.46	28056.61	61892.84
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8519885	89543.13	21008.2	2098.61	112649.94	17100.52	8903.28	1925.9	41730.02	154379.96
Calendar	2019	4	Community Health	DPH		164	"Physician/Dentists 8-CC, UAPD"	2200	Medical & Dental	2210	Dentist	8599724	29883.06	0	350	30233.06	5629.39	2996.28	2439.93	13055.94	43289
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		200	"TWU, Local 200"	9100	Street Transit	9139	Transit Supervisor	8560549	77109	82380.8	4127.64	163617.44	15558.56	8785.14	8114.65	46734.07	210351.51
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2626	Chief Dietitian	8532630	25792.04	0	4.03	25796.07	4929.62	7131.16	2060.07	14430.95	40227.02
Calendar	2019	5	Culture & Recreation	FAM		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7335	Senior Stationary Engineer	8546775	83179.1	5542.95	0	88722.05	15901.14	8785.12	7574.5	46667.06	135389.11
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q003	Police Officer 2	8576640	79425.45	15871.98	3930.5	99227.93	14790.49	8637.44	1657.49	38963.96	138191.89
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9213	Airfield Safety Officer	8508127	13065.02	167.14	15.59	13247.75	2499.7	3780.34	1088.2	7081.08	20328.83
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2330	Anesthetist	8532549	204968.8	8524.62	25988.16	239481.58	44400.09	8785.14	9889.73	77481.26	316962.84
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8514176	63079.49	1643.43	440.35	65163.27	11798.61	8785.14	4286.11	37913.6	103076.87
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8595962	9061.5	3253.58	620.15	12935.23	0	0	970.1	970.1	13905.33
Calendar	2019	6	General Administration & Finance	ASR		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4267	Pr Real Property Appraiser	8534372	100394.01	0	2120	102514.01	19095.63	8785.14	8229.05	50530.46	153044.47
Calendar	2019	6	General Administration & Finance	ASR		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4261	Real Property Appraiser	8565385	74931	0	2000	76931	14706.81	8785.16	6106.72	44004.95	120935.95
Calendar	2019	6	General Administration & Finance	ASR		21	"Prof & Tech Eng, Local 21"	4200	Appraisal & Taxation	4220	Tax Auditor-Appraiser	8564831	64102.92	0	320	64422.92	12311.23	8785.14	5231.52	37255.45	101678.37
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8567287	43562.41	0	428.48	43990.89	8409.14	8312.56	3426.85	32574.07	76564.96
Calendar	2019	2	"Public Works, Transportation & Commerce"	PRT		4	SF City Workers United	7300	Journeyman Trade	7346	Painter	8555259	56498.13	0	968	57466.13	10981.78	8799.86	4843.34	34884.58	92350.71
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1054	IS Business Analyst-Principal	8596862	112156	0	0	112156	20891.64	8785.12	8218.48	52301.56	164457.56
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	1900	Purchasing & Storekeeping	1929	Parts Storekeeper	8554847	57436	29653.92	455.03	87544.95	11066.89	8785.12	7009.16	41267.49	128812.44
Calendar	2019	1	Public Protection	ADP		651	Probation Off Assoc (DPOA)	8400	Probation & Parole	8444	Deputy Probation Officer	8505986	84047.94	3338.7	0	87386.64	25996.37	8785.16	1482.35	50104.52	137491.16
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5207	Assoc Engineer	8565266	89314.73	0	4020.17	93334.9	17404.49	8829.42	7454.5	46427.77	139762.67
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8511693	96653.52	1993.93	9984.23	108631.68	19227.54	6363.28	7685.08	44393.86	153025.54
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504929	37518.29	17971.46	659.08	56148.83	7222.97	4487.8	4198.98	26622.03	82770.86
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8208	Park Ranger	8566502	48499	11489.14	2979.94	62968.08	10090.04	8785.12	5263.94	37627.2	100595.28
Calendar	2019	5	Culture & Recreation	WAR		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8207	Bldg & Grounds Patrol Officer	8568511	54453.1	4473.6	4792.64	63719.34	11326.2	8785.16	5219.57	39737.17	103456.51
Calendar	2019	5	Culture & Recreation	WAR		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8207	Bldg & Grounds Patrol Officer	8546746	38963.2	2520	2445.39	43928.59	9312.11	8312.54	3359.9	32879.25	76807.84
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	9100	Street Transit	9145	Traffic Signal Electrician	8601954	74040.44	1095.08	1115.77	76251.29	14305.03	8814.78	6185.58	39101.29	115352.58
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1043	IS Engineer-Senior	8592170	114912.05	0	0	114912.05	21404.95	8785.16	8276.51	52872.88	167784.93
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1054	IS Business Analyst-Principal	8604583	112156	0	0	112156	20891.64	8785.14	8090.09	52173.11	164329.11
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1657	Accountant IV	8511664	94766.39	0	0	94766.39	17675.61	8799.9	7063.15	47176.32	141942.71
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1824	Pr Administrative Analyst	8497038	101911.02	0	0	101911.02	18983.29	8799.9	7845.75	50020.46	151931.48
Calendar	2019	6	General Administration & Finance	CAT		22	"Prof & Tech Eng, Local 21"	8100	Legal & Court	8151	"Claims Investigator, CA"	8790044	69989.04	0	0	69989.04	13374.92	8799.88	5628.68	38766.06	108755.1
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	923	Manager II	8514924	111160	0	0	111160	20705.91	8785.12	15656.52	59553.87	170713.87
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2905	HSA Sr Eligibility Worker	10060165	8668	0	0	8668	1948.56	5240.92	738.98	7514.72	16182.72
Calendar	2019	6	General Administration & Finance	TTX		790	"SEIU, Local 1021, Misc"	4300	Revenue	4334	"Investigator, Tax Collector"	8558874	66147.03	0	0	66147.03	12640.69	8785.14	5318.94	37672.35	103819.38
Calendar	2019	5	Culture & Recreation	WAR		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7334	Stationary Engineer	8591279	12583.11	0	133.09	12716.2	0	0	1168.29	1168.29	13884.49
Calendar	2019	1	Public Protection	SHF		790	"SEIU, Local 1021, Misc"	8300	Correction & Detention	8300	Sheriff's Cadet	8501458	38601.53	19653.43	0	58254.96	8691.2	8785.14	4706.7	36531.34	94786.3
Calendar	2019	1	Public Protection	JUV		250	"SEIU, Local 1021, Misc"	2600	Dietary & Food	2654	Cook	8568584	56617.02	3207.98	485.67	60310.67	10916.14	8799.88	4910.74	39032.66	99343.33
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8567881	56221.2	122.79	1651.81	57995.8	11072.06	8903.28	4369.13	38976.95	96972.75
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2800	Public Health	2830	Public Health Nurse	8517904	100466.84	0	4012.44	104479.28	19367.51	7131.12	8098.27	45601.08	150080.36
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2920	Medical Social Worker	8596896	64386.43	0	680	65066.43	12465.52	7219.78	5214.55	36237.37	101303.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7313	Automotive Machinist	8585460	37566.24	4754.49	347.71	42668.44	7734.06	5255.74	3630.99	23567.45	66235.89
Calendar	2019	6	General Administration & Finance	TTX		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1410	Chief Clerk	8496958	50877.82	0	0	50877.82	9722.76	6732.44	4161.72	29966.84	80844.66
Calendar	2019	1	Public Protection	PDR		790	"SEIU, Local 1021, Misc"	8400	Probation & Parole	8452	Criminal Justice Specialist 2	10210155	10239	0	0	10239	0	4059.52	821.19	4500.59	14739.59
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9910	Public Service Trainee	8710039	50400	184.28	453.6	51037.88	2700.02	8785.12	4137.51	27733.45	78771.33
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1840	Junior Management Assistant	8534649	49590.74	0	0	49590.74	5299.38	8799.9	4101.8	32606.92	82197.66
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		38	"Plumbers, Local 38"	7300	Journeyman Trade	7316	Water Service Inspector	8543609	87812.06	0	0	87812.06	16786.91	8785.12	7307.33	47300.02	135112.08
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2944	Protective Services Supervisor	8562754	95021.1	1784.25	1020	97825.35	17912.3	8785.12	7989.42	49093.08	146918.43
Calendar	2019	6	General Administration & Finance	CON		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1684	Auditor II	8591364	89370	0	0	89370	17084.64	8799.88	6904.29	47194.63	136564.63
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8568535	61212.98	14344.12	5178.59	80735.69	12600.2	9375.78	6147.08	43373.4	124109.09
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9100	Street Transit	9116	Sr Fare Collections Receiver	8574130	62709	3618.79	5424.48	71752.27	13024.84	8785.12	6457.88	42674.16	114426.43
Calendar	2019	6	General Administration & Finance	CAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8548670	149528.8	0	4306.76	153835.56	30435.87	8785.12	8234.78	61862.07	215697.63
Calendar	2019	3	Human Welfare & Neighborhood Development	HRC		790	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1408	Principal Clerk	10380144	3202	0	0	3202	611.9	0	248.52	860.42	4062.42
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8556899	44018.31	18098.58	708.1	62824.99	9950.14	9257.66	4805.11	39280.93	102105.92
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8534413	0	126.16	0	126.16	0	0	2.17	2.17	128.33
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8592627	758.3	0	0	758.3	0	0	58.41	58.41	816.71
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8500961	8023.39	0	0	8023.39	0	0	622.74	622.74	8646.13
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1053	IS Business Analyst-Senior	8514721	94620.8	0	0	94620.8	18088.35	8785.14	7437.58	48717.35	143338.15
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8525272	69926.26	3230.68	11297.18	84454.12	15085.57	5314.76	6862.72	35441.07	119895.19
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8576922	52847.75	2870.95	933.93	56652.63	10585.42	9390.58	4521.55	39474.85	96127.48
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	7500	Semi-Skilled & General Labor	7514	General Laborer	8512304	54809.5	5322.79	6836.35	66968.64	11784.77	8785.1	5382.6	40229.69	107198.33
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2940	Protective Services Worker	8535555	84517.01	0	0	84517.01	16157.04	8799.88	6884.33	46247.13	130764.14
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9500	MTA Operations	9508	Prpl Permit and Citation Clerk	8574111	70861.61	532.18	800	72193.79	13699.45	8799.9	5830.57	42721.46	114915.25
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1092	IT Operations Support Admin II	8586465	63171.12	0	0	63171.12	12076.36	8666.98	5096.47	40249.45	103420.57
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	1700	Computer Operatns & Repro Svcs	1708	Senior Telephone Operator	8573512	15977.17	0	477.13	16454.3	6217.29	3439.28	2745.9	22943.81	39398.11
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	1200	Personnel	1204	Senior Personnel Clerk	8492828	46546.5	2716.9	0	49263.4	8895.08	8785.12	3993.59	32601.35	81864.75
